count,date,title,description,org_link,link
827,2024-08-13 10:03:00,"넥스원소프트, 한국소비자원에 ‘AI 비정형 가명처리 솔루션’ 공급",넥스원소프트가 한국소비자원의 ‘<b>지능</b>형 위해정보 통합처리 플랫폼 구축 사업’에 <b>인공지능</b>(AI) 기반의 비정형 데이터 가명처리 솔루션 ‘이노버 디아이디’를 공급했다고 13일 밝혔다. 최근 개인정보보호위원회는... ,http://www.fnnews.com/news/202408130958510623,https://n.news.naver.com/mnews/article/014/0005226922?sid=105
828,2024-08-13 10:03:00,무더위 속 어제 전력 총수요 102GW…사상 최대치 찍었다,"제11차 전력수급기본계획(전기본) 총괄위원회는 지난 5월 11차 전기본 초안을 공개하면서 <b>인공지능</b>(AI) 확산, 반도체 클러스터 조성 등으로 2038년까지 16.7GW의 전력수요 추가 요인이 있을 것으로 전망했다.",https://www.yna.co.kr/view/AKR20240813045600003?input=1195m,https://n.news.naver.com/mnews/article/001/0014872063?sid=101
829,2024-08-13 10:02:00,"LG전자, 서바이벌 리얼리티쇼로 'AI가전 편리함' 알린다","뉴스저널리즘 김문수 기자 = LG전자가 LG <b>인공지능</b>(AI)가전의 차별화된 고객경험과 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작, 아마존 산하의 글로벌 온라인동영상서비스(OTT)인 프라임 비디오에서... ",https://www.ngetnews.com/news/articleView.html?idxno=510525,https://www.ngetnews.com/news/articleView.html?idxno=510525
830,2024-08-13 10:02:00,"펫타버스, 시리즈 A 투자 IR 15일 만에 100억 원 유치","펫타버스는 CES 2023에서 기술혁신상을 수상한 ‘<b>인공지능</b> 기반 반려동물 신원확인 방법 및 시스템’ 기술을 인수하여 글로벌 등록 특허를 보유하고, R&amp;D를 진행 중이다. 이 특허를 활용한 PET FACE ID를 위해 반려동물... ",https://biz.chosun.com/industry/industry_general/2024/08/13/IYFHKSPH7RCORARYT6WIRFPKY4/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001011473?sid=004
831,2024-08-13 10:02:00,"LH, 미래기술 활용해 유지보수 서비스 혁신...스마트기술 활용한 양질의 주거...",한국토지주택공사(LH)가 메타버스와 <b>인공지능</b>(AI) 등 첨단 기술을 활용해 임대주택 유지보수 서비스를 혁신한다. LH는 2026년까지 2단계에 걸쳐 '유지보수 서비스 플랫폼'을 구축할 계획이라고 밝혔다. 이는 정부가 올해 1월... ,https://www.thefairnews.co.kr/news/articleView.html?idxno=31474,https://www.thefairnews.co.kr/news/articleView.html?idxno=31474
832,2024-08-13 10:02:00,"[대전시교육 소식] 대전시교육청, 학생 국외과학연구단지 체험프로그램 운영 ...","또한, 실리콘밸리의 Start Up 개척 사례로 PathoBrainSeq의 맞춤형 의약품 개발 현황을, ImpriMed의 항암제 약물 서비스의 <b>인공지능</b> 모델 적용 현황을 알아보고 캘리포니아사이언스센터, 자연사박물관 견학 등 과학문화체험도... ",https://www.newsfreezone.co.kr/news/articleView.html?idxno=584327,https://www.newsfreezone.co.kr/news/articleView.html?idxno=584327
833,2024-08-13 10:02:00,법무법인 원-한국푸드테크협의회 업무협약 체결,"법무법인 원은 ESG센터를 운영하고 있고, <b>인공지능</b>을 비롯한 테크 산업에 대한 이해도가 높다는 강점을 가지고 있어 푸드테크 기업들에게 차별화된 법률 서비스를 제공할 수 있을 것으로 기대된다. 법무법인 원 이유정... ",http://www.irobotnews.com/news/articleView.html?idxno=35785,http://www.irobotnews.com/news/articleView.html?idxno=35785
834,2024-08-13 10:02:00,"충남교육청, 우즈베키스탄과 글로벌 교육 협력 강화",연수 프로그램은 충남교육청의 우수한 <b>인공지능</b> 교육 프로그램을 공유하는 데 중점을 두고 있다. 우즈베키스탄의 요청에 따라 △충남형 미래교육 통합플랫폼 '마주온'을 활용한 디지털 교육 △블록코딩과 텍스트코딩을... ,https://www.daejonilbo.com/news/articleView.html?idxno=2149272,https://n.news.naver.com/mnews/article/656/0000101173?sid=102
835,2024-08-13 10:01:00,"한국 웹툰, 구글플레이 손잡고 14억 인도시장 ‘노크’","한국웹툰산업협회·AI 대시툰과 맞손 “AI로 웹툰 창작, 인도 시장에도 판매” “한국 웹툰, 글로벌 진출은 필수” “한국 웹툰이 구글 플레이·인도계 <b>인공지능</b>(AI) 스타트업과 손잡고 인도를 포함한 전 세계에 빠르게... ",https://www.mk.co.kr/article/11091293,https://n.news.naver.com/mnews/article/009/0005349405?sid=105
836,2024-08-13 10:01:00,"하나은행, AI 활용 상업용 부동산 예측 모델 개발",KAIST와 공동 개발…하반기부터 영업점 도입 하나은행은 <b>인공지능</b>(AI) 기술을 기반으로 한 상업용 부동산 시장 예측 모델인 '하나 AI CRP' 서비스를 개발했다고 13일 밝혔다. 이 서비스는 국내 시장에 특화된 상업용 부동산... ,https://www.yna.co.kr/view/AKR20240813046400002?input=1195m,https://n.news.naver.com/mnews/article/001/0014872058?sid=101
837,2024-08-13 10:01:00,가전회사가 만든 '서바이벌 리얼리티쇼' 어떤 모습…상금 10만불,LG전자(066570)는 회사 <b>인공지능</b>(AI) 가전의 편리함을 알리는 서바이벌 리얼리티쇼 '하우스 오브 서바이벌'을 직접 제작해 글로벌 온라인 동영상서비스(OTT)인 프라임 비디오를 통해 공개한다고 13일 밝혔다. 공개된... ,https://www.news1.kr/industry/electronics/5509070,https://n.news.naver.com/mnews/article/421/0007727086?sid=101
838,2024-08-13 10:01:00,"메타버스와 AI의 만남…웅진씽크빅, 영어 회화 서비스 ‘링고시티’ 출시",웅진씽크빅(095720)이 국내 유초등 교육 업계 최초로 메타버스 콘텐츠에 생성형 <b>인공지능</b>(AI)을 접목한 영어 회화 서비스 ‘링고시티’를 올 10월 출시한다고 13일 밝혔다. 링고시티는 메타버스 내에서 스토리를 따라 세계... ,https://www.sedaily.com/NewsView/2DD00ZXHCC,https://n.news.naver.com/mnews/article/011/0004379546?sid=101
839,2024-08-13 10:01:00,"[특징주] LS일렉트릭, MSCI 편입 발표에도 3%대 약세",앞서 LS일렉트릭은 <b>인공지능</b>(AI) 전력 수요 수혜주로 분류되며 주가가 연초 대비 130% 넘게 급등했다. 증권가에서는 MSCI 지수 편입으로 LS일렉트릭에 대규모의 패시브 자금(시장 지수를 따라 투자하는 자금)이... ,https://biz.chosun.com/stock/market_trend/2024/08/13/FW3AUB6X7ZDBHASPUI5TWL7SIQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001011470?sid=101
840,2024-08-13 10:01:00,印-韓 연결고리 된 구글플레이…&quot;K-웹툰 영토확장 나선다&quot;,대시툰은 이용자들에게 웹툰을 제공하는 한편 창작자들이 쉽고 창의적으로 작품을 만들 수 있도록 생성형 <b>인공지능</b>(AI) 기술을 적용한 작업 툴도 제공한다. 이번 협약으로 K-웹툰의 활동 영역이 크게 확대될 것으로... ,https://www.sedaily.com/NewsView/2DD016D7BG,https://n.news.naver.com/mnews/article/011/0004379545?sid=105
841,2024-08-13 10:01:00,에이블리 &quot;남성패션도 강자&quot;… 4910앱 100만 다운로드,4910은 <b>인공지능</b>(AI) 개인화 추천 기술 기반 남성 전문 스타일 커머스다. '10세부터 49세까지 폭넓은 남성 패션 취향을 반영한다'라는 의미와 합리적인 가격으로 다양한 상품을 '사고 싶은(4910) 플랫폼'이라는 뜻을... ,https://www.moneys.co.kr/article/2024081309120881956,https://n.news.naver.com/mnews/article/417/0001020615?sid=101
842,2024-08-13 10:01:00,"한화운용, ‘한·미·일’ 3개국 공략 PLUS ETF 3개 종목 상장",PLUS글로벌AI인프라는 <b>인공지능</b>(AI) 인프라의 기반이 되는 그래픽처리장치(GPU) 및 AI가속기를 제조하는 엔비디아에 국내 상장 ETF 중 최대 비중인 25%를 투자하는 상품이다. 나머지 75%는 AI데이터센터에 사용되는... ,https://www.mk.co.kr/article/11091491,https://n.news.naver.com/mnews/article/009/0005349406?sid=101
843,2024-08-13 10:01:00,&quot;메타버스로 여행하며 영어하자&quot;…10월 '링고시티' 출시,원만호 웅진씽크빅 DX사업본부장은 &quot;메타버스 공간의 <b>인공지능</b> 캐릭터와 자유롭게 음성으로 대화하는 제품으로 특히 영어 학습에 거부감이 있는 학생들이 쉽게 접근할 수 있도록 개발됐다&quot;며 “게임하듯 즐기다 보면... ,https://www.newsis.com/view/NISX20240813_0002847911,https://n.news.naver.com/mnews/article/003/0012725384?sid=101
844,2024-08-13 10:01:00,"코스콤, `핀테크 위크 2024`서 금융업계 AI 발전방향 공유",열고 <b>인공지능</b>(AI) 서비스 도입 및 발전 방향을 공유할 예정이라고 13일 밝혔다. 코스콤 홍보관에서는 금융 클라우드를 기반으로 제공되는 데이터 플랫폼 및 AI 기반 콜·상담 시스템 등 디지털 전환 서비스를 소개하고... ,https://www.dt.co.kr/contents.html?article_no=2024081302109963060006&ref=naver,https://n.news.naver.com/mnews/article/029/0002894835?sid=101
845,2024-08-13 10:01:00,"LG전자, ‘AI 가전' 알리는 서바이벌 리얼리티쇼 런칭",LG전자(066570)가 <b>인공지능</b>(AI) 가전의 차별화된 고객경험과 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작해 아마존 산하의 글로벌 온라인동영상서비스(OTT)인 프라임 비디오에서 선보인다. LG 오리지널 콘텐츠인... ,http://www.edaily.co.kr/news/newspath.asp?newsid=01918806638986992,https://n.news.naver.com/mnews/article/018/0005810191?sid=101
846,2024-08-13 10:01:00,예비교원 AI교과서 수업 역량 강화…28개 대학 44억 지원,초중고에 내년부터 <b>인공지능</b>(AI) 디지털교과서가 도입됨에 따라 예비교원도 2학기부터 디지털 교과서를 활용한 수업 역량을 강화한다. 학생수 감소에 따른 임용 규모 축소로 중등교원을 양성하는 사범대학도 선제적으로... ,https://www.news1.kr/society/education/5509227,https://n.news.naver.com/mnews/article/421/0007727088?sid=102
847,2024-08-13 10:00:00,"구글·대시툰, 국내 웹툰의 해외진출 지원 맞손","구글플레이와 협회는 생성형 AI(<b>인공지능</b>) 웹툰 제작 툴을 보유한 대시툰에 국내 창작자를 연결해 주고 대시툰은 인도와 미국 시장 등에 진출하는 노하우를 알려줄 계획이다. 구글플레이와 협회, 대시툰은 12일(현지시간)... ",http://news.mt.co.kr/mtview.php?no=2024081221471535761,https://n.news.naver.com/mnews/article/008/0005076311?sid=105
848,2024-08-13 10:00:00,"&quot;AI 가전 편리함 알아보자&quot;…LG전자, 서바이벌리얼리티쇼선봬","LG전자는 LG <b>인공지능</b>(AI) 가전의 차별화된 고객경험과 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작, 아마존 산하의 글로벌 온라인동영상서비스(OTT)인 프라임 비디오에서 선보인다고 13일 밝혔다. LG전자는... ",https://www.ebn.co.kr/news/view/1633232/?sc=Naver,https://www.ebn.co.kr/news/view/1633232/?sc=Naver
849,2024-08-13 10:00:00,"&quot;우승자에 1억 3천만원 상금&quot;…LG전자, 서바이벌 리얼리티쇼 만든 이유","LG전자가 LG <b>인공지능</b>(AI) 가전의 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작, 아마존 산하의 글로벌 온라인동영상서비스(OTT)인 프라임 비디오에서 선보인다. LG전자는 회사가 자체 제작한 오리지널 콘텐츠인... ",https://view.asiae.co.kr/article/2024081308373952642,https://n.news.naver.com/mnews/article/277/0005458420?sid=101
850,2024-08-13 10:00:00,"'AI가전의 편리함'...LG전자, 프라임비디오 서바이벌 리얼리티쇼",포쓰저널 문기수 기자 LG전자가 자체 제작한 오리지널 콘텐츠 하우스 오브 서바이벌./이미지=LG전자 아마존 산하 온라인동영상서비스(OTT) 프라임 비디오에서 LG전자 AI(<b>인공지능</b>) 가전의 차별화된 고객경험과... ,http://www.4th.kr/news/articleView.html?idxno=2067643,http://www.4th.kr/news/articleView.html?idxno=2067643
851,2024-08-13 10:00:00,‘디지털 시대’에 맞는 수학교육 찾기,"이어 교원들은 <b>인공지능</b> 기반 협업 도구를 활용한 수학 수업 사례, ‘<b>지능</b>형 수학교실’을 이용한 수학 수업 사례, <b>인공지능</b>(AI) 융합 수학 수업 사례, 맞춤형 수학 수업을 통한 학생 주도성 향상 사례 성과 등을 공유한다.... ",https://www.kukinews.com/article/view/kuk202408130027,https://www.kukinews.com/article/view/kuk202408130027
852,2024-08-13 10:00:00,"LG유플러스, 광복절 맞아 태극기 배경의 AI 사진관 '익시 포토부스' 운영",서울 마포구에 위치한 LG유플러스 도화동 공덕역점에 마련된 익시 포토부스는 현장에서 촬영한 한 장의 사진을 <b>인공지능</b>(AI) 기술 '익시'가 각종 콘셉트에 맞춰 프로필 사진으로 변환해준다. 지난 5월 기본 프로필로... ,https://www.techm.kr/news/articleView.html?idxno=128707,https://www.techm.kr/news/articleView.html?idxno=128707
853,2024-08-13 10:00:00,'AI 디지털교과서' 활용 교원양성…나랏돈 총 49억원 받는 대학 발표,<b>인공지능</b>(AI) 디지털교과서를 자유롭게 활용할 수 있는 교원을 양성하는 체제를 구축하는 등 교육과정을 혁신해 나랏돈 총 49억원을 지원받는 대학 24곳이 선정됐다. 교육부와 한국연구재단은 13일 '2024년 교원 양성 과정... ,https://www.newspim.com/news/view/20240812001023,https://www.newspim.com/news/view/20240812001023
854,2024-08-13 10:00:00,교대·사범대에 49억…교사 양성 정원 줄여 '에듀테크 인재 양성',"교육부가 예비 교사들의 <b>인공지능</b> 디지털교과서(AIDT) 수업 역량을 기르는 전국 교육대학과 초등교육과, 일부 사범대를 지원한다. 교대가 입학정원을 줄인 데 이어 사범대 다수가 일부 정원을 에듀테크 전문가를 기르는... ",https://www.newsis.com/view/NISX20240813_0002847863,https://n.news.naver.com/mnews/article/003/0012725375?sid=102
855,2024-08-13 10:00:00,&quot;AI가전 전쟁이 시작됐다&quot;…8인의 '배틀로얄쇼' 만든 LG전자,"LG전자, 오리지널 콘텐츠 '하우스 오브 서바이벌' 론칭 LG전자는 LG <b>인공지능</b>(AI) 가전의 차별화된 고객경험과 편리함을 알리는 서바이벌 리얼리티쇼 '하우스 오브 서바이벌'을 아마존 온라인동영상서비스(OTT)인 프라임... ",https://www.yna.co.kr/view/AKR20240813025000003?input=1195m,https://n.news.naver.com/mnews/article/001/0014872049?sid=101
856,2024-08-13 10:00:00,"LG전자, 예능도 만든다 … AI 가전 알리기 드라이브",AI 가전 주제 서바이벌 리얼리티 쇼 북미·중남미 등 글로벌 시장 선공개 국내서는 8월 말 LG채널 통해 제공 LG전자가 LG AI(<b>인공지능</b>) 가전을 알리는 서바이벌 리얼리티쇼를 선보인다. 아마존 산하의 글로벌 OTT... ,https://www.asiatoday.co.kr/view.php?key=20240813010006874,https://www.asiatoday.co.kr/view.php?key=20240813010006874
857,2024-08-13 10:00:00,"LG전자, 12일 ‘AI가전의 편리함’ 알리는 서바이벌 리얼리티쇼 선봬",이투데이=박민웅 기자 | LG전자가 <b>인공지능</b>(AI) 가전의 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작해 글로벌 온라인동영상서비스(OTT) '프라임 비디오'에서 선보인다고 13일 밝혔다. LG전자는 12일(현지시간)... ,https://www.etoday.co.kr/news/view/2390100,https://www.etoday.co.kr/news/view/2390100
858,2024-08-13 10:00:00,"LG전자, ‘AI가전의 편리함’ 알리는 서바이벌 리얼리티쇼 선보인다",이투데이=이수진 기자 | LG 오리지널 콘텐츠 ‘하우스 오브 서바이벌’ 리얼리티쇼 형식으로 제작 LG전자가 LG <b>인공지능</b>(AI)가전의 차별화된 고객 경험과 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작한다. 이... ,https://www.etoday.co.kr/news/view/2390029,https://www.etoday.co.kr/news/view/2390029
859,2024-08-13 10:00:00,"LGU+, 광복절 콘셉트 AI 제작 '익시 포토부스' 운영",LG유플러스는 광복절을 맞아 서울 마포구 LG유플러스 도화동 공덕역점에서 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 제작해주는 '익시 포토 부스'를 선보였다고 13일 밝혔다. 익시 포토부스는 현장에서 촬영한 한... ,https://www.dailysmart.co.kr/news/articleView.html?idxno=91268,https://www.dailysmart.co.kr/news/articleView.html?idxno=91268
860,2024-08-13 10:00:00,"미국의 제재 비웃는 중국, 세계시장 점유율·위상 더 올라갔다 [최준영의 경제...","이차전지, 반도체, 차세대통신, <b>인공지능</b>, 바이오의약품, 양자컴퓨터 등 6개 분야에 대해서는 중국과의 경쟁에서 반드시 승리해야 한다는 목표를 세우고 중국으로의 기술 유입을 차단하고 미국에 관련 산업 생태계 구축에... ",https://www.sisajournal.com/news/articleView.html?idxno=305367,https://n.news.naver.com/mnews/article/586/0000084685?sid=101
861,2024-08-13 10:00:00,"LG전자, 서바이벌 예능 통해 'AI 가전 편리함' 알린다",LG전자가 LG AI(<b>인공지능</b>) 가전의 차별화된 고객 경험과 편리함을 알리는 서바이벌 리얼리티쇼를 제작해 공개했다. LG전자는 13일 아마존 산하의 글로벌 온라인동영상서비스(OTT)인 '프라임 비디오'에 자체 제작한... ,https://www.newsis.com/view/NISX20240813_0002847819,https://n.news.naver.com/mnews/article/003/0012725377?sid=101
862,2024-08-13 10:00:00,'LG AI 가전이 주<b>인공</b>' 이색 리얼리티쇼 프라임 비디오 론칭,LG전자는 자사 AI(<b>인공지능</b>) 가전의 차별화한 고객 경험을 알리는 서바이벌 리얼리티쇼를 아마존 산하 OTT(온라인동영상서비스) 프라임 비디오에서 선보인다고 13일 밝혔다. LG전자는 직접 만든 오리지널 콘텐츠인... ,https://isplus.com/article/view/isp202408130034,https://n.news.naver.com/mnews/article/241/0003372655?sid=105
863,2024-08-13 10:00:00,"미국증시 혼조 마감, 엔비디아 4% 급등 테슬라는 1.25% 하락",이는 엔비디아 등 <b>인공지능</b>(AI) 관련주가 간만에 랠리했기 때문이다. 일단 월가의 생성형 <b>인공지능</b>(AI) 열풍을 이끌고 있는 엔비디아가 4% 이상 급등했다. 이날 엔비디아가 급등한 것은 미국의 유력 투자은행... ,https://www.foodneconomy.com/news/articleView.html?idxno=361468,https://www.foodneconomy.com/news/articleView.html?idxno=361468
864,2024-08-13 10:00:00,충북현안 해결에 여야 따로 없다,기존 인력양성체계의 문제점을 되짚어보고 <b>인공지능</b>(AI) 데이터처리 기술을 활용한 연구시간 감소와 방식변화 등의 방안도 마련하고 있다. 충북도는 이를 바탕으로 보고서를 수정·보완한 뒤 다음 달 2일 예타대상... ,https://www.inews365.com/news/article.html?no=826902,https://www.inews365.com/news/article.html?no=826902
865,2024-08-13 10:00:00,"줄어든 교사 수요에…일부 사범대, '비교원 양성 과정' 개설한다","이 사업은 고교학점제, <b>인공지능</b>(AI) 디지털교과서 도입 등 학교 현장 변화에 대응해 수업 혁신을 이끌 교사를 양성할 수 있도록 교대, 사범대, 교육대학원 등 교원양성대학의 교육과정 혁신을 정부가 지원하고자 올해... ",https://www.yna.co.kr/view/AKR20240812110500530?input=1195m,https://n.news.naver.com/mnews/article/001/0014872052?sid=102
866,2024-08-13 10:00:00,"&quot;AI가전을 건 서바이벌&quot;… LG전자, 리얼리티쇼 론칭",LG전자가 서바이벌 리얼리티쇼를 제작해 <b>인공지능</b>(AI)가전의 차별화된 고객경험과 편리함을 알린다. LG전자는 12일(현지시간) 아마존 산하 글로벌 온라인동영상서비스(OTT)인 프라임 비디오에서 자체 제작한 오리지널... ,http://www.fnnews.com/news/202408130904182287,https://n.news.naver.com/mnews/article/014/0005226918?sid=101
867,2024-08-13 10:00:00,[알립니다] 더팩트 '모빌리티 혁신 포럼' 26일 개최…참가 접수 큰 호응,"&lt;더팩트&gt;는 창립 20주년 기념 첫 포럼 '혁신이 답이다'에 이어 지난해 '<b>인공지능</b>(AI) 시대로의 전환'을 성공적으로 개최했습니다. 지난해 당시 최홍준 업스테이지 부사장, 김일중 KAIST 제조AI빅데이터 센터장, 하정우... ",http://news.tf.co.kr/read/economy/2124366.htm,https://n.news.naver.com/mnews/article/629/0000312677?sid=101
868,2024-08-13 10:00:00,"LG전자, 'AI가전의 편리함' 알리는 서바이벌 리얼리티쇼 선보인다",LG전자는 LG <b>인공지능</b>(AI)가전의 차별화된 고객경험과 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작해 선보인다. LG전자 제공 LG전자는 LG <b>인공지능</b>(AI)가전의 차별화된 고객경험과 편리함을 알리는 서바이벌... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=281824,https://www.pinpointnews.co.kr/news/articleView.html?idxno=281824
869,2024-08-13 10:00:00,"LG전자, 'AI가전 편리함' 알리는 서바이벌 리얼리티쇼 공개","LG전자는 LG <b>인공지능</b>(AI) 가전의 차별화된 고객경험과 편리함을 알리는 서바이벌 리얼리티쇼를 직접 제작, 아마존 산하의 글로벌 온라인동영상서비스(OTT)인 프라임 비디오에서 선보인다고 13일 밝혔다. LG전자는... ",https://www.newspim.com/news/view/20240813000086,https://www.newspim.com/news/view/20240813000086
870,2024-08-13 09:59:00,"웅진씽크빅, 영어 스피킹 서비스 '링고시티' 출시…메타버스에 생성형AI 접목",원만호 웅진씽크빅 DX사업본부장은 &quot;메타버스 공간의 <b>인공지능</b> 캐릭터와 자유롭게 음성으로 대화하는 제품으로 특히 영어 학습에 거부감이 있는 학생들이 쉽게 접근할 수 있도록 개발됐다&quot;며 &quot;게임하듯 즐기다 보면... ,http://www.fnnews.com/news/202408130921131077,https://n.news.naver.com/mnews/article/014/0005226915?sid=101
871,2024-08-13 09:59:00,"KT Cloud, 데이터센터 운영 효율성 높인다...액침냉각 기술 검증 완료",최근 <b>인공지능</b>(AI) 수요 증가로 인해 고집적·고성능 서버의 사용이 늘어나면서 데이터센터의 에너지 관리가 더욱 중요해지고 있다. 이에 KT Cloud는 저전력·고효율 냉각 기술로 주목받고 있는 액침냉각 방식을... ,http://www.edaily.co.kr/news/newspath.asp?newsid=01908966638986992,https://n.news.naver.com/mnews/article/018/0005810188?sid=105
872,2024-08-13 09:58:00,[송전망 건설 외국인 투입] 산업인력난…긴급·응급대책들,이보다 대규모 반도체 클러스터 구축이나 AI(<b>인공지능</b>) 시대 대기 중인 잠재수요를 감안하면 송전선로 공사는 하루가 급하다. 전기수요는 수도권에 집중되고 있는 반면 원전이나 신재생 에너지는 지방에서 생산되어... ,http://www.economytalk.kr/news/articleView.html?idxno=261820,http://www.economytalk.kr/news/articleView.html?idxno=261820
873,2024-08-13 09:58:00,"LG유플러스, '익시' AI 사진으로 광복절 캠페인 진행",이투데이=이은주 기자 | LG유플러스는 광복절을 맞아 서울 마포구에 있는 LG유플러스 도화동 공덕역점에서 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 제작하는 ‘익시 포토부스(ixi photo booth)’를 선보였다고 13일... ,https://www.etoday.co.kr/news/view/2390124,https://www.etoday.co.kr/news/view/2390124
874,2024-08-13 09:58:00,“아이폰16 AI 탑재? 바꿀 이유 안 돼”… 로즈골드 적용,블룸버그통신 IT 전문기자 마크 거먼이 다음 달 출시 예정인 아이폰16이 자체 <b>인공지능</b>(AI)인 ‘애플 인텔리전스’를 탑재하는 것만으로는 기기를 변경할 이유가 되지 않는다고 평가했다. 거먼은 엑스(X)에서 36만3000명의... ,https://www.kmib.co.kr/article/view.asp?arcid=0020416075&code=61151411&cp=nv,https://n.news.naver.com/mnews/article/005/0001717597?sid=105
875,2024-08-13 09:58:00,갤럭시 AI로 운동 강도 측정하면 갤럭시 워치 울트라가,삼성전자는 13일부터 오는 9월13일까지 한 달간 글로벌 자전거 기업 '트렉 바이시클(Trek Bicycle)'과 사이클 운동을 하며 '갤럭시 워치 울트라'의 AI(<b>인공지능</b>) 운동 코칭 기능을 체험할 수 있는 '울트라 라이딩 챌린지... ,http://news.mt.co.kr/mtview.php?no=2024081309381216073,https://n.news.naver.com/mnews/article/008/0005076308?sid=105
876,2024-08-13 09:58:00,충남도서관서 '상상 속 로봇' 만나,"충남도서관은 <b>인공지능</b> 로봇 '리쿠' 체험을 비롯해 다양한 로봇 15점을 전시하며, 로봇의 기원이라고 알려진 오토마타 만들기 프로그램도 오는 21일 1∼3학년 초등생을 대상으로 진행할 예정이다. 전시는 운영 기간 내... ",http://www.ccnnews.co.kr/news/articleView.html?idxno=343939,http://www.ccnnews.co.kr/news/articleView.html?idxno=343939
877,2024-08-13 09:58:00,"아산 이순신 체육관서 이스포츠대회 보고, 체험행사 즐긴","먼저, 게임 배경음악(OST) 오케스트라 '플래직' , 남자 아이돌그룹 '엔카이브'의 공연이 진행되고, <b>인공지능</b>(AI) 놀이터, 아케이드 게임, 코스프레 포토존, 과학 교육, 두뇌 게임, 만들기 체험 등 40여 개의 체험 부스를... ",http://www.ccnnews.co.kr/news/articleView.html?idxno=343934,http://www.ccnnews.co.kr/news/articleView.html?idxno=343934
878,2024-08-13 09:58:00,"LH, 메타버스·AI 활용 임대주택 유지보수 서비스 혁신","한국토지주택공사(LH)는 메타버스, <b>인공지능</b>(AI) 등 미래 기술을 활용해 임대주택 유지보수 서비스를 고도화한다고 13일 밝혔다. LH 유지보수 플랫폼 구성도. (사진=LH) 이는 지난 1월 발표된 정부 국정 과제인 ‘스마트... ",http://www.edaily.co.kr/news/newspath.asp?newsid=01905686638986992,https://n.news.naver.com/mnews/article/018/0005810187?sid=101
879,2024-08-13 09:58:00,"코스콤, '코리아 핀테크 위크' 참가…금융업 AI 도입 향방 제시",코스콤은 오는 27일부터 사흘 간 서울 동대문 디자인 플라자(DDP)에서 진행되는 '코리아 핀테크 위크 2024' 행사에 참가해 '금융업계 AI서비스 도입 전략'을 주제로 한 세미나·홍보관을 열고 <b>인공지능</b>(AI) 서비스 도입·발전... ,http://www.seoulwire.com/news/articleView.html?idxno=618351,http://www.seoulwire.com/news/articleView.html?idxno=618351
880,2024-08-13 09:57:00,"울산시, '2024년 감사공무원 맞춤형 감사교육' 실시",울산시는 13일과 14일 이틀간 두왕동 테크노산업단지 내 울산과학기술원 <b>인공지능</b>(AI)혁신센터에서 '2024년 감사공무원 맞춤형 감사교육'을 실시한다고 밝혔다. 울산시가 2024년 감사공무원 맞춤형 감사교육을 실시한다.... ,https://www.newspim.com/news/view/20240813000182,https://www.newspim.com/news/view/20240813000182
881,2024-08-13 09:57:00,내일부터 ‘ACE 미국WideMoat동일가중’ ETF로,"또한 최근 <b>인공지능</b>(AI) 관련주 등 시가총액 상위 종목 위주로 나타난 쏠림 현상으로 상대적으로 주가 변동 폭이 작은 동일가중방식 상품에 대한 투자자의 수요가 증가하자, 이에 대응했다. ACE... ",https://www.mk.co.kr/article/11091481,https://n.news.naver.com/mnews/article/009/0005349397?sid=101
882,2024-08-13 09:57:00,"코스콤, 코리아 핀테크 위크서 금융업계 <b>인공지능</b> 도입 전략 제시",코스콤이 오는 27일부터 사흘간 서울 동대문디자인플라자(DDP)에서 열리는 '코리아 핀테크 위크 2024' 행사에서 '금융업계 AI(<b>인공지능</b>) 서비스 도입 전략'을 주제로 한 세미나를 진행하고 홍보관을 열 예정이라고 13일... ,http://news.mt.co.kr/mtview.php?no=2024081309493111287,https://n.news.naver.com/mnews/article/008/0005076307?sid=101
883,2024-08-13 09:57:00,충남 아산서 17-18일 '제16회 대통령배 이(e)스포츠 대회',"게임 배경음악(OST) 오케스트라 '플래직', 남자 아이돌그룹 '엔카이브' 공연과 함께 <b>인공지능</b>(AI) 놀이터, 아케이드게임, 코스프레 포토존, 과학교육, 두뇌게임, 만들기체험 등 40여 개 체험부스를 운영해 풍성한... ",https://www.daejonilbo.com/news/articleView.html?idxno=2149263,https://n.news.naver.com/mnews/article/656/0000101169?sid=102
